x,y,z
10.39151,735.25450,-0.00000
4.47710,749.96579,0.00001
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
17.62170,771.43387,-0.00023
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
81.66590,802.27279,0.00015
0,0,0
27.43564,756.39607,0.00010
33.81564,748.78345,0.00015
0,0,0
0,0,0
48.34781,762.47598,0.00021
41.22301,759.27059,0.00016
59.58890,803.41264,0.00032
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
531.11721,956.73971,0.00020
524.23010,957.43899,0.00052
517.16835,954.33840,0.00055
514.34841,950.66328,0.00053
478.58631,916.40087,0.00020
0,0,0
0,0,0
0,0,0
500.11242,954.89188,0.00027
507.75890,944.92462,0.00044
510.32696,957.69166,0.00054
510.59355,957.40919,0.00057
514.43687,958.30236,0.00061
512.52331,958.74705,0.00061
511.35773,957.12446,0.00061
502.40696,964.48249,0.00054
506.01780,982.38064,0.00069
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
744.14303,663.05333,0.00010
770.18892,695.64333,0.00033
795.65237,735.51411,0.00028
797.63306,760.20509,0.00022
801.61125,774.81609,0.00016
789.46827,816.38941,0.00001
792.43155,831.04843,0.00015
788.74889,859.49725,0.00012
782.14857,866.16636,0.00021
778.32321,867.33524,0.00024
780.77333,870.42869,0.00027
777.47086,866.51874,0.00026
776.16085,865.75347,0.00029
777.00943,873.72459,0.00021
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
855.36741,864.37872,0.00024
842.47576,869.14515,0.00008
833.40191,855.79934,0.00031
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
800.78648,858.36126,0.00025
832.87313,857.05230,0.00018
860.80193,859.33072,0.00028
852.42571,852.67300,0.00029
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
748.76936,551.56332,0.00016
0,0,0
0,0,0
686.01145,463.71495,-0.00003
706.05274,485.93697,-0.00010
0,0,0
725.68892,403.90093,-0.00009
745.59380,394.60785,0.00005
762.62993,385.11312,-0.00001
0,0,0
0,0,0
836.83662,368.86868,-0.00016
0,0,0
0,0,0
1035.68802,355.18034,0.00038
0,0,0
0,0,0
0,0,0
0,0,0
919.86586,354.11274,-0.00024
0,0,0
944.56844,312.85135,0.00004
0,0,0
972.54467,262.11815,0.00000
1012.63504,233.89976,0.00006
1035.30041,212.73206,0.00012
1070.73807,191.05985,0.00021
1081.69167,175.81454,0.00032
1122.86797,161.69010,0.00030
1151.07628,144.81243,0.00040
1181.09459,135.30149,0.00035
1215.42973,130.41138,0.00031
1248.66577,125.73945,0.00033
1278.93826,129.36401,0.00031
1309.54102,131.43325,0.00032
1339.16805,137.01891,0.00031
1368.48701,142.41786,0.00032
1394.49726,151.99287,0.00031
1418.90041,162.04328,0.00029
1437.62295,175.74488,0.00019
1453.91499,189.11397,0.00010
1468.16643,201.20890,-0.00000
1481.74713,218.51514,0.00027
0,0,0
0,0,0
0,0,0
0,0,0
1495.45750,367.68895,-0.00001
1502.08042,358.71139,0.00028
1515.22774,359.19293,0.00026
1511.10821,361.59553,0.00016
0,0,0
1507.37251,348.17343,0.00030
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1477.01031,300.46199,0.00034
0,0,0
1504.92817,296.16370,0.00034
0,0,0
1509.62013,280.44417,0.00024
1521.70944,297.44515,0.00028
0,0,0
1541.10466,293.69970,0.00021
1542.52464,290.52640,0.00025
0,0,0
1597.39483,284.46423,0.00028
1591.84582,286.60850,0.00027
1594.45953,277.16752,0.00028
1605.02998,275.20298,0.00027
1611.32149,278.34149,0.00035
0,0,0
0,0,0
0,0,0
0,0,0
1641.08047,276.56511,0.00019
1650.14214,273.30063,0.00031
1661.97762,269.10504,0.00030
1667.23606,261.91369,0.00032
1664.15371,251.90758,0.00036
1667.47604,257.88767,0.00022
1671.80935,239.32602,0.00042
1677.38434,235.13458,0.00029
1674.14268,229.94006,0.00023
1671.84196,221.42240,0.00022
1680.39310,213.71064,0.00022
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1526.44775,372.73222,-0.00001
1524.44298,367.07049,-0.00006
1528.52543,371.58310,0.00004
1520.26531,374.18151,0.00006
0,0,0
1466.37131,375.35690,0.00008
0,0,0
0,0,0
0,0,0
1466.16657,329.43384,0.00013
1471.06121,334.12148,0.00018
1471.49254,340.44523,0.00020
1475.42358,335.80458,0.00021
0,0,0
0,0,0
0,0,0
0,0,0
1458.85048,321.83386,0.00012
1458.92487,327.24345,0.00018
1467.27345,333.08321,0.00018
1466.10180,326.90481,0.00021
1470.27294,341.04419,0.00021
1469.44004,343.14815,0.00019
1468.85971,345.85446,0.00022
1477.75097,334.70782,0.00029
1485.11261,335.64516,0.00024
1486.72646,335.59208,0.00022
1486.75095,335.10812,0.00023
1487.77016,333.05054,0.00023
1489.64470,333.02521,0.00024
1490.67261,330.14014,0.00023
1490.37804,335.62340,0.00024
1496.21773,329.35427,0.00026
1495.34718,331.89060,0.00023
1494.09931,328.98142,0.00023
1495.89020,334.53855,0.00024
1495.14095,335.65549,0.00023
1494.15150,331.63774,0.00025
1493.42056,335.32657,0.00025
1491.11698,333.83952,0.00024
1491.17477,329.56390,0.00024
1487.11876,345.24234,0.00022
1482.89989,342.51080,0.00023
1480.11349,350.05686,0.00023
1475.43514,344.85417,0.00024
1479.51599,342.71013,0.00026
1480.95749,336.70229,0.00025
1483.78716,337.92113,0.00027
1485.08892,336.28564,0.00025
1490.40779,335.94813,0.00026
1492.69947,337.74616,0.00024
1493.17440,338.54748,0.00024
1496.14689,339.44857,0.00025
1490.76302,345.82340,0.00026
1489.02237,342.41736,0.00026
1490.12432,342.88995,0.00027
1490.33272,345.70579,0.00026
1473.91960,332.64518,0.00026
1467.48951,317.92677,0.00025
1473.68568,323.65839,0.00021
1474.17950,338.70632,0.00022
1479.01451,335.59005,0.00025
1483.41866,338.12880,0.00025
1486.13640,338.05023,0.00025
1489.67697,337.36903,0.00025
1495.02777,342.84074,0.00024
1495.62836,342.37815,0.00024
1496.31649,341.06681,0.00023
1496.96800,344.37385,0.00023
1496.57879,342.01339,0.00022
1493.93898,345.40723,0.00023
1492.73781,344.93309,0.00023
1489.04800,347.35963,0.00021
1488.82267,351.30431,0.00023
1495.36263,347.73496,0.00025
1493.17291,345.30790,0.00023
1494.85394,345.82910,0.00023
1492.08778,345.20027,0.00023
1487.80025,348.44554,0.00021
1489.46171,349.95521,0.00022
1489.46480,350.23507,0.00022
1488.52512,349.55005,0.00023
1489.67251,347.59659,0.00022
1489.21829,347.71941,0.00022
1488.10307,349.40804,0.00022
1487.53395,350.50592,0.00023
1488.26637,349.20868,0.00023
1489.37782,349.19259,0.00023
1488.95920,347.32175,0.00022
1489.68807,346.94265,0.00022
1489.25240,346.21855,0.00022
1489.71714,346.03522,0.00022
1489.66461,344.60482,0.00022
1490.06744,343.58856,0.00023
1485.42870,348.74970,0.00022
1489.46606,343.72442,0.00024
1486.60011,346.16097,0.00022
1488.87543,344.32344,0.00024
1487.50488,344.67019,0.00022
1487.68181,346.01262,0.00023
1490.33215,344.98214,0.00023
1486.76239,347.47144,0.00021
1491.02955,343.39071,0.00023
1486.49174,348.58169,0.00021
1490.63713,347.18869,0.00023
1488.22906,346.22666,0.00023
1490.71999,348.08772,0.00025
1490.33512,349.16165,0.00024
1490.20180,349.10404,0.00024
1491.27720,348.51654,0.00024
1490.64056,346.67979,0.00025
1490.36076,347.12550,0.00024
1490.70831,347.73283,0.00024
1490.77583,346.54904,0.00024
1490.40333,346.88230,0.00024
1490.79597,346.40491,0.00024
1490.87917,345.95031,0.00024
1490.11391,347.19554,0.00024
1490.52601,346.14356,0.00024
1490.21141,345.52545,0.00025
1490.38479,346.36542,0.00024
1490.39177,346.00731,0.00024
1490.32906,346.49265,0.00024
1490.82504,345.88809,0.00024
1490.01640,346.35274,0.00024
1489.45118,347.17510,0.00024
1489.56882,346.44936,0.00023
1489.33445,347.15087,0.00023
1490.36797,346.55686,0.00024
1490.26588,345.23670,0.00024
1489.35253,346.68957,0.00023
1490.86338,346.36075,0.00024
1489.16130,346.14201,0.00022
1492.72545,346.93531,0.00025
1490.85640,344.75963,0.00023
1490.22617,345.86305,0.00023
1494.17004,346.55097,0.00025
1495.11269,345.05112,0.00023
1494.28356,347.52355,0.00023
1494.87499,345.18961,0.00024
1495.44388,346.86357,0.00025
1497.58129,345.45599,0.00026
1496.11176,346.20870,0.00026
1495.26878,344.37662,0.00025
1495.08099,344.08063,0.00024
1498.25363,343.93099,0.00023
1495.88757,346.68777,0.00023
1500.29617,343.53542,0.00024
1496.88629,345.60917,0.00023
1497.20409,345.23307,0.00025
1495.83572,345.26728,0.00025
1494.72599,344.97834,0.00024
1493.64063,344.63346,0.00025
1493.41896,344.89800,0.00025
1491.99806,346.13506,0.00025
1491.16024,348.22149,0.00025
1492.95662,346.26493,0.00024
1491.75922,347.57290,0.00024
1492.18758,347.28489,0.00024
1486.12106,349.54554,0.00022
1488.51151,349.96973,0.00024
1491.41430,344.51495,0.00025
1487.74269,353.10788,0.00018
1488.68671,351.05139,0.00022
1487.23309,354.13447,0.00020
1488.87646,355.06453,0.00021
1489.10625,353.71614,0.00020
1485.49553,360.30517,0.00019
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1473.55671,316.38172,0.00017
1489.34750,298.84629,0.00018
1496.38287,308.76405,0.00010
1522.63378,310.26680,0.00015
1546.41586,311.46015,0.00014
1564.49512,333.16438,0.00014
1575.42274,333.39123,0.00014
1588.77022,334.18276,0.00016
1604.07909,334.13661,0.00011
1605.03616,355.99765,0.00018
1630.24269,349.81063,0.00017
1634.37035,362.53673,0.00020
1649.56856,362.44406,0.00029
1658.29079,381.14771,0.00041
1668.86810,384.56685,0.00037
1674.63673,383.04677,0.00031
1677.62787,381.40314,0.00030
1669.24999,394.43555,0.00022
1657.89425,392.11362,0.00017
1657.15542,397.60940,0.00018
1664.13666,399.98103,0.00020
1654.92302,397.86634,0.00013
1662.17503,400.15023,0.00022
1658.84445,401.62286,0.00026
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1657.76791,402.49669,0.00009
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1446.78223,66.67295,-0.00014
1435.32234,63.08660,0.00016
1454.12075,48.32584,-0.00012
1443.31856,46.85318,0.00012
1460.79620,35.28500,-0.00012
1456.13617,37.78999,0.00001
1467.43687,25.36965,-0.00022
1468.20637,26.87992,-0.00008
1446.98479,31.86627,0.00007
1459.24164,22.54512,-0.00008
1457.92179,25.78303,0.00009
1455.86884,27.81813,0.00012
1452.23408,19.06966,0.00016
1447.86987,27.15503,0.00003
1462.01683,26.58350,-0.00013
1450.09335,15.92283,0.00001
1450.25276,21.04617,-0.00011
1445.40939,26.63551,0.00005
1439.63734,29.26868,0.00006
1434.91734,39.05679,0.00001
1438.81474,34.78541,-0.00013
1428.86913,40.96128,0.00004
1426.10825,43.55619,0.00024
1431.78211,34.06111,-0.00004
1419.55215,32.91073,0.00020
1444.92577,42.20781,-0.00010
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1434.95384,14.35960,0.00000
1424.13048,10.60883,0.00013
1420.52525,18.07384,0.00015
1415.84599,22.86220,0.00026
1415.12535,22.09443,0.00028
1415.29404,20.27243,0.00030
1416.91795,21.43714,0.00030
1421.12240,26.40005,0.00030
1422.21428,32.38812,0.00023
1424.83097,41.81830,0.00018
1431.21517,38.42545,0.00009
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1425.35259,96.58638,0.00002
1427.43153,114.33929,0.00001
1435.09689,128.47213,0.00001
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1306.18309,454.60559,-0.00002
1295.98148,459.48558,-0.00006
1214.85569,531.65088,0.00003
1180.78182,547.26855,0.00011
1130.39909,579.10880,0.00004
0,0,0
0,0,0
0,0,0
950.82230,666.57093,-0.00009
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1329.14875,111.66039,-0.00008
1316.31248,112.93991,-0.00003
1306.71295,123.97521,0.00002
1287.85721,140.31810,-0.00000
1267.64763,159.49644,-0.00002
1241.19461,174.16165,-0.00017
1213.10841,188.09063,-0.00020
1184.16012,197.37034,-0.00006
1135.85964,226.22632,-0.00016
1110.09922,231.31240,0.00007
1078.21507,236.82298,-0.00027
0,0,0
0,0,0
987.31018,304.52969,-0.00012
933.98249,305.58119,-0.00000
898.20831,290.25613,0.00008
855.02312,304.93089,0.00006
0,0,0
0,0,0
794.46247,276.04224,0.00009
774.99830,274.15016,0.00022
753.30849,261.91201,0.00028
735.37342,265.77649,0.00030
719.94753,269.85709,0.00028
706.92398,272.26834,0.00023
699.37351,273.60566,0.00022
697.10833,275.28902,0.00021
691.94304,281.52322,0.00026
688.94354,284.87693,0.00027
688.23635,289.73162,0.00028
684.90063,296.15749,0.00027
683.72864,301.53010,0.00026
683.14951,308.06808,0.00027
682.76064,314.23347,0.00026
684.72622,318.04013,0.00026
688.34295,325.07958,0.00027
691.73452,330.50738,0.00023
686.14506,342.88348,0.00019
690.19930,346.88340,0.00025
689.95949,352.46943,0.00021
682.80384,361.47425,0.00016
682.74033,366.44237,0.00023
675.25246,374.30270,0.00018
676.20832,380.32202,0.00021
670.72718,393.30355,0.00027
664.45702,406.80975,0.00024
656.43883,416.90762,0.00025
655.21820,438.49737,0.00028
639.64743,458.15151,0.00014
624.44973,488.90984,0.00011
615.01614,520.92067,0.00006
625.53337,542.21424,0.00012
0,0,0
636.02932,590.20761,-0.00007
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
627.71130,452.91918,0.00000
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
571.34228,629.68256,-0.00022
578.54107,634.74311,0.00013
570.94265,634.23398,0.00015
0,0,0
585.38778,633.43531,0.00004
590.33278,624.71502,0.00012
592.60437,613.98674,0.00017
598.88775,604.17146,0.00019
599.86977,593.74535,0.00015
599.32108,583.15406,0.00011
601.56229,564.63336,0.00021
605.54735,553.63311,0.00008
592.65335,540.93495,0.00008
582.92295,541.70756,0.00015
580.48262,537.65531,-0.00004
574.97629,538.95181,-0.00004
558.84161,546.47663,-0.00010
0,0,0
0,0,0
494.43649,482.86721,-0.00002
468.55814,487.61221,-0.00007
443.49146,478.07525,0.00006
0,0,0
0,0,0
344.84470,471.93658,-0.00005
0,0,0
305.63561,497.43778,-0.00004
0,0,0
283.48011,461.09272,-0.00008
